Price,Close,High,Low,Open,Volume
Ticker,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^GDAXI
Date,,,,,
2020-04-23,10513.7900390625,10608.3896484375,10325.1103515625,10437.3798828125,97907700
2020-04-24,10336.08984375,10486.4697265625,10299.3095703125,10299.3095703125,120035000
2020-04-27,10659.990234375,10660.3603515625,10523.099609375,10551.0703125,122476600
2020-04-28,10795.6298828125,10897.8203125,10651.580078125,10658.4697265625,146549900
2020-04-29,11107.740234375,11125.349609375,10789.51953125,10812.740234375,145350700
2020-04-30,10861.6396484375,11235.5703125,10839.2998046875,11195.2099609375,162733400
2020-05-04,10466.7998046875,10578.4296875,10426.0595703125,10543.3603515625,140425100
2020-05-05,10729.4599609375,10736.9501953125,10518.9404296875,10627.0703125,103766700
2020-05-06,10606.2001953125,10773.8603515625,10598.900390625,10716.509765625,94905700
2020-05-07,10759.26953125,10761.8603515625,10617.23046875,10640.76953125,102151600
2020-05-08,10904.48046875,10918.3203125,10819.0703125,10882.4404296875,81795700
2020-05-11,10824.990234375,10986.2197265625,10740.8203125,10948.240234375,88080900
2020-05-12,10819.5,10886.009765625,10772.580078125,10777.740234375,88857600
2020-05-13,10542.66015625,10698.1298828125,10530.3203125,10669.990234375,108739000
2020-05-14,10337.01953125,10474.080078125,10160.8896484375,10418.0400390625,133623600
2020-05-15,10465.169921875,10547.1904296875,10382.5400390625,10470.849609375,116082600
2020-05-18,11058.8701171875,11089.5,10677.51953125,10683.8603515625,118984900
2020-05-19,11075.2900390625,11201.1796875,10936.0703125,11200.919921875,125543400
2020-05-20,11223.7099609375,11246.91015625,10978.5703125,11029.330078125,98827200
2020-05-21,11065.9296875,11194.919921875,11036.91015625,11088.1201171875,73570300
2020-05-22,11073.8701171875,11138.150390625,10867.169921875,10896.2802734375,86150600
2020-05-25,11391.2802734375,11391.2802734375,11118.1201171875,11186.0400390625,72133500
2020-05-26,11504.650390625,11544.349609375,11429.8798828125,11488.990234375,124580900
2020-05-27,11657.6904296875,11747.2001953125,11519.76953125,11530.2001953125,168966900
2020-05-28,11781.1298828125,11813.1396484375,11654.830078125,11746.7802734375,124127000
2020-05-29,11586.849609375,11729.98046875,11575.740234375,11649.3701171875,170600400
2020-06-02,12021.2802734375,12055.5703125,11850.33984375,11896.7001953125,143102700
2020-06-03,12487.3603515625,12507.41015625,12133.7001953125,12147.1201171875,152036900
2020-06-04,12430.5595703125,12558.240234375,12326.4404296875,12390.0302734375,138856600
2020-06-05,12847.6796875,12858.7900390625,12560.1904296875,12565.16015625,168928500
2020-06-08,12819.58984375,12913.1298828125,12670.9501953125,12722.6796875,140371700
2020-06-09,12617.990234375,12864.91015625,12502.4501953125,12859.830078125,145984300
2020-06-10,12530.16015625,12763.8896484375,12471.0595703125,12719.150390625,112489400
2020-06-11,11970.2900390625,12301.9501953125,11970.2900390625,12223.419921875,133278800
2020-06-12,11949.2802734375,12172.6298828125,11828.66015625,11876.33984375,118016300
2020-06-15,11911.349609375,11968.0595703125,11597.8203125,11661.3603515625,99879200
2020-06-16,12315.66015625,12434.26953125,12132.7998046875,12168.3701171875,122780400
2020-06-17,12382.1396484375,12432.23046875,12288.169921875,12312.4404296875,102040400
2020-06-18,12281.5302734375,12483.83984375,12189.669921875,12347.490234375,154821700
2020-06-19,12330.759765625,12447.150390625,12319.1904296875,12375.1796875,227975200
2020-06-22,12262.9697265625,12399.3701171875,12172.1201171875,12194.48046875,91977200
2020-06-23,12523.759765625,12616.1201171875,12332.099609375,12360.08984375,113421700
2020-06-24,12093.9404296875,12489.240234375,12093.9404296875,12459.8095703125,102775200
2020-06-25,12177.8701171875,12236.4599609375,11957.3095703125,12102.25,128245800
2020-06-26,12089.3896484375,12347.4501953125,12060.8896484375,12308.48046875,111965200
2020-06-29,12232.1201171875,12297.6796875,12045.259765625,12090.41015625,121308400
2020-06-30,12310.9296875,12350.349609375,12188.08984375,12287.9404296875,124633200
2020-07-01,12260.5703125,12391.7197265625,12095.1103515625,12391.7197265625,81131500
2020-07-02,12608.4599609375,12658.169921875,12370.7197265625,12378.7998046875,103857000
2020-07-03,12528.1796875,12649.98046875,12476.1298828125,12644.599609375,54014400
2020-07-06,12733.4501953125,12842.58984375,12655.2099609375,12774.76953125,78193500
2020-07-07,12616.7998046875,12661.1201171875,12525.1796875,12660.08984375,78792300
2020-07-08,12494.8095703125,12670.1904296875,12463.2197265625,12542.580078125,74362600
2020-07-09,12489.4599609375,12709.6796875,12459.16015625,12639.169921875,76140500
2020-07-10,12633.7099609375,12649.990234375,12416.6904296875,12442.2197265625,72727400
2020-07-13,12799.9697265625,12836.41015625,12688.9404296875,12817.1904296875,72522700
2020-07-14,12697.3603515625,12697.91015625,12535.900390625,12642.23046875,76739200
2020-07-15,12930.98046875,12999.83984375,12773.4404296875,12812.1103515625,78620200
2020-07-16,12874.9697265625,12919.23046875,12805.4697265625,12857.2998046875,68007000
2020-07-17,12919.6103515625,12954.25,12870.26953125,12915.26953125,75182300
2020-07-20,13046.919921875,13063.6904296875,12811.7197265625,12898.1103515625,59658600
2020-07-21,13171.830078125,13313.900390625,13147.2998046875,13194.9296875,92171700
2020-07-22,13104.25,13197.919921875,13067.0595703125,13165.2900390625,68185200
2020-07-23,13103.3896484375,13217.73046875,13072.8203125,13183.5,64544500
2020-07-24,12838.0595703125,12935.5,12812.01953125,12919.3095703125,63775500
2020-07-27,12838.66015625,12908.66015625,12811.4404296875,12865.75,60602800
2020-07-28,12835.2802734375,12936.009765625,12746.4599609375,12886.23046875,58126400
2020-07-29,12822.259765625,12864.3896484375,12789.9697265625,12819.6298828125,70233500
2020-07-30,12379.650390625,12768.7099609375,12253.919921875,12762.1201171875,103737800
2020-07-31,12313.3603515625,12524.75,12313.3603515625,12403.099609375,81406400
2020-08-03,12646.98046875,12698.5595703125,12365.6103515625,12374.4599609375,73270900
2020-08-04,12600.8701171875,12768.580078125,12528.0703125,12744.1298828125,65605800
2020-08-05,12660.25,12757.0302734375,12632.990234375,12667.1201171875,67957000
2020-08-06,12591.6796875,12799.2099609375,12519.849609375,12664.5498046875,67702900
2020-08-07,12674.8798828125,12691.66015625,12517.4404296875,12634.7900390625,57754800
2020-08-10,12687.5302734375,12753.1201171875,12605.8203125,12729.099609375,49572900
2020-08-11,12946.8896484375,13046.1298828125,12802.0595703125,12806.9697265625,77566500
2020-08-12,13058.6298828125,13101.1201171875,12879.1103515625,12917.33984375,62437900
2020-08-13,12993.7099609375,13075.25,12956.2998046875,13044.4697265625,60055500
2020-08-14,12901.33984375,12971.080078125,12797.51953125,12965.2197265625,54988600
2020-08-17,12920.66015625,12960.83984375,12847.849609375,12924.8798828125,44400800
2020-08-18,12881.759765625,13052.83984375,12807.0,12836.8701171875,56723900
2020-08-19,12977.330078125,12980.7001953125,12833.7998046875,12838.6298828125,52633400
2020-08-20,12830.0,12891.1396484375,12755.51953125,12829.3896484375,54738500
2020-08-21,12764.7998046875,12911.26953125,12633.7099609375,12879.4501953125,71999900
2020-08-24,13066.5400390625,13104.3095703125,12924.7001953125,12945.9697265625,64175000
2020-08-25,13061.6201171875,13221.8203125,13060.8701171875,13136.76953125,55974200
2020-08-26,13190.150390625,13192.3203125,13010.5302734375,13041.830078125,46701500
2020-08-27,13096.3603515625,13218.0498046875,13087.3701171875,13206.580078125,53031400
2020-08-28,13033.2001953125,13147.240234375,12951.259765625,13140.599609375,63768900
2020-08-31,12945.3798828125,13148.1904296875,12923.759765625,13103.9296875,59561900
2020-09-01,12974.25,13127.2802734375,12850.2998046875,13037.2001953125,63053900
2020-09-02,13243.4296875,13303.169921875,13062.169921875,13071.66015625,80774100
2020-09-03,13057.76953125,13460.4599609375,13004.830078125,13354.7197265625,81698500
2020-09-04,12842.66015625,13127.080078125,12753.6904296875,12916.1201171875,94282700
2020-09-07,13100.2802734375,13117.6103515625,12920.919921875,12931.400390625,54819100
2020-09-08,12968.330078125,13147.51953125,12856.5498046875,13126.23046875,72302300
2020-09-09,13237.2099609375,13257.5400390625,12973.4599609375,12990.51953125,73655700
2020-09-10,13208.8896484375,13297.7099609375,13161.9296875,13265.509765625,56811700
2020-09-11,13202.83984375,13255.4697265625,13117.4599609375,13198.740234375,57027900
2020-09-14,13193.66015625,13339.1396484375,13159.7197265625,13329.6103515625,49242800
2020-09-15,13217.669921875,13262.8095703125,13138.2001953125,13220.8095703125,60478800
2020-09-16,13255.3701171875,13277.23046875,13181.5595703125,13224.16015625,62417900
2020-09-17,13208.1201171875,13245.8701171875,13035.9404296875,13060.1796875,55914900
2020-09-18,13116.25,13263.4404296875,13116.25,13210.8603515625,185861100
2020-09-21,12542.4404296875,12998.900390625,12505.16015625,12998.900390625,119641700
2020-09-22,12594.3896484375,12698.1201171875,12592.9697265625,12629.7099609375,69459600
2020-09-23,12642.9697265625,12830.7001953125,12642.9697265625,12737.3203125,60244800
2020-09-24,12606.5703125,12684.7998046875,12512.5,12520.4697265625,61272100
2020-09-25,12469.2001953125,12622.76953125,12341.580078125,12615.91015625,66129900
2020-09-28,12870.8701171875,12873.400390625,12660.150390625,12673.73046875,72431000
2020-09-29,12825.8203125,12859.1396484375,12738.2998046875,12817.7900390625,49842200
2020-09-30,12760.73046875,12869.9599609375,12698.419921875,12754.76953125,70303900
2020-10-01,12730.76953125,12836.650390625,12671.23046875,12812.080078125,87114100
2020-10-02,12689.0400390625,12690.25,12539.8603515625,12558.7802734375,67297700
2020-10-05,12828.3095703125,12842.48046875,12727.75,12824.0498046875,56734400
2020-10-06,12906.01953125,12966.08984375,12779.650390625,12858.9697265625,60566500
2020-10-07,12928.5703125,12959.01953125,12837.1103515625,12901.2900390625,65533900
2020-10-08,13042.2099609375,13100.849609375,12956.6396484375,13011.23046875,64013400
2020-10-09,13051.23046875,13096.4404296875,13009.98046875,13070.0400390625,58947700
2020-10-12,13138.41015625,13151.7998046875,13058.33984375,13086.0595703125,48906400
2020-10-13,13018.990234375,13132.900390625,12959.7001953125,13132.900390625,52838000
2020-10-14,13028.0595703125,13066.4404296875,12975.1201171875,13012.6904296875,52929600
2020-10-15,12703.75,12839.5498046875,12599.8203125,12826.1298828125,78930900
2020-10-16,12908.990234375,12955.8603515625,12733.0595703125,12773.349609375,76567800
2020-10-19,12854.66015625,13028.73046875,12820.259765625,12948.6298828125,48577300
2020-10-20,12736.9501953125,12850.2900390625,12725.4501953125,12819.150390625,61466800
2020-10-21,12557.6396484375,12765.0498046875,12545.58984375,12764.4501953125,62615800
2020-10-22,12543.0595703125,12583.01953125,12345.4501953125,12429.41015625,59735400
2020-10-23,12645.75,12718.26953125,12514.990234375,12517.98046875,55669200
2020-10-26,12177.1796875,12404.509765625,12174.2197265625,12303.41015625,81595500
2020-10-27,12063.5703125,12223.599609375,12034.7998046875,12206.419921875,87405600
2020-10-28,11560.509765625,11852.01953125,11457.1201171875,11848.3095703125,137190500
2020-10-29,11598.0703125,11707.4296875,11458.5595703125,11631.0703125,104958400
2020-10-30,11556.48046875,11614.1298828125,11450.080078125,11472.6103515625,85600400
2020-11-02,11788.2802734375,11838.0,11551.3603515625,11602.91015625,78370800
2020-11-03,12088.98046875,12088.98046875,11851.0302734375,11858.8095703125,86771500
2020-11-04,12324.2197265625,12329.9599609375,11848.2099609375,11896.1103515625,105442100
2020-11-05,12568.08984375,12591.2998046875,12398.58984375,12420.8798828125,87078000
2020-11-06,12480.01953125,12595.8701171875,12370.080078125,12531.740234375,80481100
2020-11-09,13095.9697265625,13297.0498046875,12670.580078125,12713.1904296875,189268100
2020-11-10,13163.1103515625,13237.58984375,13018.4296875,13109.76953125,142547600
2020-11-11,13216.1796875,13244.3203125,13138.759765625,13205.9501953125,95527800
2020-11-12,13052.9501953125,13168.08984375,13022.2802734375,13073.48046875,82374800
2020-11-13,13076.7197265625,13145.48046875,13004.8203125,13036.9697265625,79173300
2020-11-16,13138.6103515625,13277.4501953125,13081.1103515625,13170.51953125,85190200
2020-11-17,13133.4697265625,13151.01953125,13050.41015625,13130.5400390625,68587800
2020-11-18,13201.8896484375,13213.6298828125,13074.669921875,13086.4296875,67639800
2020-11-19,13086.16015625,13138.1396484375,13034.509765625,13101.7099609375,68038800
2020-11-20,13137.25,13172.91015625,13054.6396484375,13054.6396484375,70127200
2020-11-23,13126.9697265625,13312.419921875,13126.9697265625,13215.4404296875,68582800
2020-11-24,13292.4404296875,13296.759765625,13192.3203125,13254.419921875,82733000
2020-11-25,13289.7998046875,13346.9599609375,13235.8203125,13346.76953125,76832800
2020-11-26,13286.5703125,13316.1904296875,13274.8896484375,13315.2099609375,42951900
2020-11-27,13335.6796875,13364.169921875,13272.740234375,13280.509765625,63823200
2020-11-30,13291.16015625,13445.1103515625,13256.759765625,13270.509765625,107366400
2020-12-01,13382.2998046875,13434.2998046875,13334.990234375,13371.66015625,66675500
2020-12-02,13313.240234375,13359.26953125,13272.4697265625,13341.91015625,63822100
2020-12-03,13252.8603515625,13307.5400390625,13223.9296875,13304.830078125,64310300
2020-12-04,13298.9599609375,13315.3701171875,13225.080078125,13230.6103515625,64074800
2020-12-07,13271.0,13289.4296875,13163.259765625,13255.7802734375,54320100
2020-12-08,13278.490234375,13297.490234375,13199.4501953125,13248.01953125,54198400
2020-12-09,13340.259765625,13454.1298828125,13327.8701171875,13344.1396484375,77308800
2020-12-10,13295.73046875,13370.4404296875,13213.0595703125,13341.6796875,68806500
2020-12-11,13114.2998046875,13265.6103515625,13009.48046875,13255.240234375,82142300
2020-12-14,13223.16015625,13292.2998046875,13190.5302734375,13224.259765625,63016100
2020-12-15,13362.8701171875,13374.9599609375,13210.150390625,13216.490234375,67265000
2020-12-16,13565.98046875,13596.740234375,13412.41015625,13416.2900390625,77798600
2020-12-17,13667.25,13725.83984375,13649.5302734375,13691.490234375,77206700
2020-12-18,13630.509765625,13774.4501953125,13624.25,13649.66015625,156772100
2020-12-21,13246.2998046875,13399.990234375,13060.33984375,13398.2197265625,98290900
2020-12-22,13418.1103515625,13441.58984375,13310.419921875,13311.01953125,54622400
2020-12-23,13587.23046875,13601.7099609375,13456.6298828125,13456.6298828125,48731200
2020-12-28,13790.2900390625,13818.650390625,13740.2099609375,13779.0498046875,49250200
2020-12-29,13761.3798828125,13903.1103515625,13747.080078125,13873.349609375,43160200
2020-12-30,13718.7802734375,13797.08984375,13717.4697265625,13750.990234375,28318700
2021-01-04,13726.740234375,13907.1298828125,13647.7900390625,13890.2197265625,70206700
2021-01-05,13651.2197265625,13768.1298828125,13566.4697265625,13680.6904296875,68899100
2021-01-06,13891.9697265625,13919.23046875,13617.1103515625,13687.080078125,92498800
2021-01-07,13968.240234375,14007.4697265625,13902.240234375,13946.5302734375,86104200
2021-01-08,14049.5302734375,14131.51953125,14007.7099609375,14106.599609375,79821100
2021-01-11,13936.66015625,14007.650390625,13806.6904296875,13986.419921875,67154800
2021-01-12,13925.0595703125,13999.5703125,13871.4404296875,13985.8896484375,75789600
2021-01-13,13939.7099609375,13978.4296875,13868.830078125,13899.0595703125,70600100
2021-01-14,13988.7001953125,14030.2197265625,13942.8798828125,13973.76953125,75537900
2021-01-15,13787.73046875,13958.16015625,13672.669921875,13904.2998046875,96853800
2021-01-18,13848.349609375,13850.400390625,13701.740234375,13701.98046875,49830600
2021-01-19,13815.0595703125,13940.0498046875,13804.4599609375,13935.9296875,64904200
2021-01-20,13921.3701171875,13952.2001953125,13835.990234375,13848.76953125,65212300
2021-01-21,13906.669921875,14026.349609375,13878.83984375,13997.7802734375,63248900
2021-01-22,13873.9697265625,13897.73046875,13744.259765625,13858.0498046875,74565500
2021-01-25,13643.9501953125,13946.849609375,13599.7802734375,13943.9599609375,77572000
2021-01-26,13870.990234375,13925.73046875,13670.23046875,13687.3896484375,79514500
2021-01-27,13620.4599609375,13851.83984375,13475.0302734375,13827.4697265625,105224500
2021-01-28,13665.9296875,13698.5400390625,13310.9501953125,13500.6396484375,90778400
2021-01-29,13432.8701171875,13593.0302734375,13403.740234375,13474.2001953125,103416500
2021-02-01,13622.01953125,13648.0498046875,13518.4501953125,13559.9404296875,65321300
2021-02-02,13835.16015625,13844.9404296875,13693.9296875,13724.1201171875,78714700
2021-02-03,13933.6298828125,13988.150390625,13866.3896484375,13986.7197265625,82152900
2021-02-04,14060.2900390625,14069.8896484375,13955.7001953125,13971.9404296875,83865200
2021-02-05,14056.7197265625,14114.4404296875,14013.1298828125,14061.6904296875,76254800
2021-02-08,14059.91015625,14169.490234375,14056.5498046875,14156.83984375,61532900
2021-02-09,14011.7998046875,14061.6103515625,13962.1396484375,14055.599609375,58414500
2021-02-10,13932.9697265625,14063.1201171875,13830.1201171875,14063.1201171875,67411900
2021-02-11,14040.91015625,14053.0595703125,13916.6298828125,13958.3896484375,53851500
2021-02-12,14049.8896484375,14050.9599609375,13916.73046875,13976.1298828125,57699700
2021-02-15,14109.48046875,14131.2099609375,14074.25,14109.0703125,49898700
2021-02-16,14064.599609375,14130.740234375,14049.98046875,14105.1298828125,58655000
2021-02-17,13909.26953125,14036.9501953125,13894.0595703125,14028.099609375,81266800
2021-02-18,13886.9296875,13961.0498046875,13853.76953125,13926.83984375,67920700
2021-02-19,13993.23046875,14026.1796875,13892.7197265625,13941.400390625,72974000
2021-02-22,13950.0400390625,13975.080078125,13802.5498046875,13858.5595703125,66035300
2021-02-23,13864.8095703125,13989.240234375,13664.7099609375,13984.98046875,88194700
2021-02-24,13976.0,13998.2998046875,13855.849609375,13855.849609375,68922400
2021-02-25,13879.330078125,14051.009765625,13879.169921875,14045.01953125,95431900
2021-02-26,13786.2900390625,13881.259765625,13673.0703125,13685.7998046875,104069400
2021-03-01,14012.8203125,14022.01953125,13873.830078125,13962.4296875,69566200
2021-03-02,14039.7998046875,14101.7900390625,13961.6201171875,13962.0703125,63307700
2021-03-03,14080.0302734375,14197.490234375,13979.73046875,14130.8603515625,84766900
2021-03-04,14056.33984375,14095.8095703125,13959.26953125,14015.4404296875,84620900
2021-03-05,13920.6904296875,14068.0302734375,13868.2001953125,13958.5400390625,89791900
2021-03-08,14380.91015625,14402.919921875,13977.1298828125,14024.5703125,109071900
2021-03-09,14437.9404296875,14475.650390625,14309.349609375,14345.509765625,107881800
2021-03-10,14540.25,14560.9697265625,14408.51953125,14439.4501953125,95715700
2021-03-11,14569.3896484375,14595.01953125,14515.0703125,14553.5400390625,74066400
2021-03-12,14502.3896484375,14527.419921875,14450.7197265625,14492.4501953125,69100900
2021-03-15,14461.419921875,14572.240234375,14409.349609375,14504.490234375,62766600
2021-03-16,14557.580078125,14601.7900390625,14511.2998046875,14519.7197265625,714300
2021-03-17,14596.6103515625,14601.6298828125,14539.7001953125,14565.2900390625,759600
2021-03-18,14775.51953125,14804.009765625,14669.9501953125,14673.7197265625,104691200
2021-03-19,14621.0,14747.5595703125,14563.2099609375,14697.259765625,207441200
2021-03-22,14657.2099609375,14677.1201171875,14539.26953125,14551.169921875,66130200
2021-03-23,14662.01953125,14707.3701171875,14516.2197265625,14582.0703125,73296400
2021-03-24,14610.3896484375,14619.0400390625,14523.1201171875,14543.580078125,65084000
2021-03-25,14621.3603515625,14621.3603515625,14422.650390625,14550.400390625,80104500
2021-03-26,14748.9404296875,14776.3203125,14693.9404296875,14714.58984375,67169800
2021-03-29,14817.7197265625,14845.419921875,14756.0400390625,14809.7998046875,71106000
2021-03-30,15008.6103515625,15029.7001953125,14890.2802734375,14897.66015625,71173400
2021-03-31,15008.33984375,15026.490234375,14973.58984375,14982.1201171875,76061700
2021-04-01,15107.169921875,15110.919921875,15032.51953125,15053.76953125,67886600
2021-04-06,15212.6796875,15311.8603515625,15209.900390625,15289.9697265625,79478900
2021-04-07,15176.3603515625,15242.73046875,15160.2802734375,15221.23046875,59116700
2021-04-08,15202.6796875,15247.7802734375,15144.1103515625,15236.4404296875,68862100
2021-04-09,15234.16015625,15243.5595703125,15157.2099609375,15198.1396484375,56870100
2021-04-12,15215.0,15275.330078125,15212.240234375,15238.849609375,53646400
2021-04-13,15234.3603515625,15281.650390625,15184.9501953125,15244.6201171875,62443500
2021-04-14,15209.150390625,15255.919921875,15191.509765625,15253.58984375,66666600
2021-04-15,15255.330078125,15271.6904296875,15227.6298828125,15238.6298828125,61834300
2021-04-16,15459.75,15473.830078125,15274.2197265625,15277.849609375,82758000
2021-04-19,15368.3896484375,15501.83984375,15368.1396484375,15496.8701171875,61839400
2021-04-20,15129.509765625,15393.1298828125,15109.5400390625,15361.150390625,76224500
2021-04-21,15195.9697265625,15210.6904296875,15071.7802734375,15179.91015625,67077500
2021-04-22,15320.51953125,15328.330078125,15230.2001953125,15252.0400390625,59628300
2021-04-23,15279.6201171875,15309.08984375,15149.349609375,15267.759765625,57798000
2021-04-26,15296.33984375,15325.8896484375,15237.01953125,15297.9296875,49117600
2021-04-27,15249.26953125,15293.8896484375,15186.759765625,15282.83984375,54513000
2021-04-28,15292.1796875,15355.2802734375,15266.6103515625,15320.400390625,79607600
2021-04-29,15154.2001953125,15329.7197265625,15085.01953125,15326.23046875,80110800
2021-04-30,15135.91015625,15244.259765625,15135.91015625,15204.3896484375,75194700
2021-05-03,15236.4697265625,15268.5595703125,15111.2998046875,15191.7900390625,48822800
2021-05-04,14856.48046875,15260.75,14845.26953125,15259.5,89422100
2021-05-05,15170.7802734375,15170.7802734375,14963.76953125,14969.6298828125,81587200
2021-05-06,15196.740234375,15281.400390625,15092.76953125,15170.76953125,77036200
2021-05-07,15399.650390625,15406.41015625,15290.2001953125,15348.3203125,74562700
2021-05-10,15400.41015625,15419.4296875,15347.9599609375,15417.5302734375,65162200
2021-05-11,15119.75,15255.8896484375,15006.73046875,15253.3203125,80129000
2021-05-12,15150.2197265625,15226.3603515625,15058.1103515625,15144.0400390625,79302600
2021-05-13,15199.6796875,15235.8896484375,14816.349609375,14967.7998046875,64374900
2021-05-14,15416.6396484375,15417.240234375,15214.6796875,15301.740234375,69232200
2021-05-17,15396.6201171875,15482.23046875,15353.66015625,15432.33984375,67787000
2021-05-18,15386.580078125,15538.009765625,15344.099609375,15514.7197265625,65843300
2021-05-19,15113.5595703125,15266.5302734375,14961.26953125,15238.8203125,75858000
2021-05-20,15370.259765625,15370.259765625,15102.349609375,15207.3203125,65602300
2021-05-21,15437.509765625,15467.1904296875,15364.4296875,15411.0302734375,70065600
2021-05-25,15465.08984375,15568.599609375,15465.08984375,15548.2900390625,92981200
2021-05-26,15450.7197265625,15541.8603515625,15407.48046875,15520.4404296875,58668800
2021-05-27,15406.73046875,15490.0595703125,15350.669921875,15419.2001953125,119417800
2021-05-28,15519.98046875,15548.7197265625,15435.740234375,15443.1396484375,56862000
2021-05-31,15421.1298828125,15499.6396484375,15414.3798828125,15496.48046875,36495900
2021-06-01,15567.3603515625,15685.400390625,15512.3603515625,15513.1298828125,56073600
2021-06-02,15602.7099609375,15631.01953125,15554.01953125,15570.76953125,51678400
2021-06-03,15632.669921875,15657.150390625,15477.3203125,15591.5400390625,45339500
2021-06-04,15692.900390625,15705.8896484375,15607.919921875,15651.6904296875,44669100
2021-06-07,15677.150390625,15732.0595703125,15614.1796875,15661.580078125,46954400
2021-06-08,15640.599609375,15727.23046875,15638.3203125,15674.41015625,54921800
2021-06-09,15581.1396484375,15669.1396484375,15505.150390625,15642.740234375,50364800
2021-06-10,15571.2197265625,15637.9404296875,15513.3603515625,15610.080078125,56997400
2021-06-11,15693.26953125,15703.83984375,15548.349609375,15583.2900390625,57088600
2021-06-14,15673.6396484375,15802.669921875,15673.6396484375,15739.8896484375,46556300
2021-06-15,15729.51953125,15792.349609375,15714.9404296875,15744.76953125,45999200
2021-06-16,15710.5703125,15759.66015625,15674.6103515625,15756.830078125,58585900
2021-06-17,15727.669921875,15752.33984375,15649.2197265625,15655.3203125,62355100
2021-06-18,15448.0400390625,15736.9296875,15426.759765625,15720.51953125,126347100
2021-06-21,15603.240234375,15606.5703125,15309.4404296875,15391.5,61783600
2021-06-22,15636.330078125,15652.75,15518.3095703125,15587.5703125,53060800
2021-06-23,15456.3896484375,15675.900390625,15456.3896484375,15674.330078125,50468000
2021-06-24,15589.23046875,15606.8896484375,15476.669921875,15528.5498046875,52474600
2021-06-25,15607.9697265625,15612.66015625,15533.400390625,15584.900390625,46613700
2021-06-28,15554.1796875,15668.080078125,15542.169921875,15570.7998046875,43947600
2021-06-29,15690.58984375,15752.9296875,15555.490234375,15565.830078125,50284300
2021-06-30,15531.0400390625,15709.33984375,15461.2001953125,15700.0595703125,63950700
2021-07-01,15603.8095703125,15708.7802734375,15488.490234375,15624.2802734375,49570300
2021-07-02,15650.08984375,15705.5302734375,15616.4296875,15644.83984375,43114700
2021-07-05,15661.9697265625,15673.8798828125,15535.2900390625,15628.419921875,29752900
2021-07-06,15511.3798828125,15647.8798828125,15466.66015625,15615.0703125,53759400
2021-07-07,15692.7099609375,15700.9501953125,15604.580078125,15606.9404296875,59732200
2021-07-08,15420.6396484375,15591.650390625,15304.41015625,15584.7197265625,78813200
2021-07-09,15687.9296875,15687.9296875,15479.4404296875,15497.9296875,60460900
2021-07-12,15790.509765625,15806.900390625,15631.83984375,15675.419921875,47460900
2021-07-13,15789.6396484375,15806.5703125,15747.5703125,15769.509765625,50047700
2021-07-14,15788.98046875,15810.6796875,15717.830078125,15733.1904296875,41145400
2021-07-15,15629.66015625,15737.3603515625,15592.009765625,15737.3603515625,62684900
2021-07-16,15540.3095703125,15699.9296875,15476.990234375,15682.75,60314700
2021-07-19,15133.2001953125,15423.83984375,15048.5595703125,15420.1396484375,85990500
2021-07-20,15216.26953125,15300.2900390625,15091.900390625,15234.849609375,60029200
2021-07-21,15422.5,15443.759765625,15194.5400390625,15239.919921875,65073800
2021-07-22,15514.5400390625,15578.75,15471.4697265625,15533.2197265625,50331400
2021-07-23,15669.2900390625,15681.41015625,15583.650390625,15603.6904296875,54897600
2021-07-26,15618.98046875,15641.6103515625,15544.9404296875,15586.66015625,38643700
2021-07-27,15519.1298828125,15586.900390625,15423.5595703125,15537.8896484375,44081200
2021-07-28,15570.3603515625,15577.1298828125,15497.099609375,15538.75,56569500
2021-07-29,15640.4697265625,15659.2197265625,15563.650390625,15608.8203125,51559500
2021-07-30,15544.3896484375,15613.66015625,15440.8896484375,15493.740234375,61343800
2021-08-02,15568.73046875,15702.8896484375,15511.25,15631.7001953125,53799800
2021-08-03,15555.080078125,15608.0703125,15492.580078125,15537.6904296875,50024700
2021-08-04,15692.1298828125,15712.26953125,15600.7998046875,15653.650390625,54854200
2021-08-05,15744.669921875,15751.8798828125,15672.26953125,15691.740234375,61559300
2021-08-06,15761.4501953125,15808.240234375,15737.099609375,15770.849609375,52191600
2021-08-09,15745.41015625,15798.509765625,15699.26953125,15773.509765625,41278000
2021-08-10,15770.7099609375,15802.150390625,15733.650390625,15734.1396484375,37936600
2021-08-11,15826.08984375,15887.16015625,15724.990234375,15792.1201171875,46983300
2021-08-12,15937.509765625,15964.3798828125,15823.5302734375,15829.26953125,53018500
2021-08-13,15977.4404296875,16030.330078125,15940.8203125,15948.150390625,39905200
2021-08-16,15925.73046875,15961.1796875,15851.2802734375,15875.7001953125,44305900
2021-08-17,15921.9501953125,15937.4697265625,15811.5703125,15872.1201171875,46077200
2021-08-18,15965.9697265625,15969.849609375,15872.990234375,15935.2099609375,45355100
2021-08-19,15765.8095703125,15804.849609375,15621.98046875,15737.1796875,64752400
2021-08-20,15808.0400390625,15808.0400390625,15656.2802734375,15734.6796875,49982700
2021-08-23,15852.7900390625,15930.7197265625,15799.58984375,15930.7197265625,39880400
2021-08-24,15905.849609375,15918.7197265625,15856.0498046875,15897.8603515625,42750500
2021-08-25,15860.66015625,15932.6201171875,15853.3203125,15912.849609375,35537700
2021-08-26,15793.6201171875,15834.91015625,15701.849609375,15773.7099609375,39681200
